time,scenario,event_id,severity,affected_node,affected_link,affected_node_position,affected_link_position,service_id,user_id,service_type,request_rate,response_time,base_response_time,dependency_count,current_edge,cloud_node,last_violation
4,normal,-1,0.0,,,-1,-1,6,6,latency,19.25787,63.58676,35.5,2,edge_3,cloud_0,0
4,normal,-1,0.0,,,-1,-1,7,7,reliability,21.16984,85.96347,57.0,3,edge_4,cloud_0,0
5,normal,-1,0.0,,,-1,-1,0,0,latency,7.68882,55.36234,34.0,1,edge_0,cloud_0,0
5,normal,-1,0.0,,,-1,-1,1,1,reliability,9.37752,81.08534,55.5,2,edge_4,cloud_0,0
5,normal,-1,0.0,,,-1,-1,2,2,cost,11.04683,105.50226,73.0,3,edge_3,cloud_0,0
5,normal,-1,0.0,,,-1,-1,3,3,latency,13.13309,66.67483,38.5,4,edge_4,cloud_0,0
5,normal,-1,0.0,,,-1,-1,4,4,reliability,14.97351,86.03006,60.0,5,edge_0,cloud_0,0
5,normal,-1,0.0,,,-1,-1,5,5,cost,16.63047,97.69409,70.0,1,edge_4,cloud_0,0
5,normal,-1,0.0,,,-1,-1,6,6,latency,18.91289,65.1842,35.5,2,edge_3,cloud_0,0
5,normal,-1,0.0,,,-1,-1,7,7,reliability,20.90352,89.3716,57.0,3,edge_4,cloud_0,0
6,normal,-1,0.0,,,-1,-1,0,0,latency,7.29098,57.44657,34.0,1,edge_0,cloud_0,0
6,normal,-1,0.0,,,-1,-1,1,1,reliability,9.32619,79.31151,55.5,2,edge_4,cloud_0,0
6,normal,-1,0.0,,,-1,-1,2,2,cost,11.15398,106.43979,73.0,3,edge_3,cloud_0,0
6,normal,-1,0.0,,,-1,-1,3,3,latency,13.58204,67.81529,38.5,4,edge_4,cloud_0,0
6,normal,-1,0.0,,,-1,-1,4,4,reliability,15.60241,84.78071,60.0,5,edge_0,cloud_0,0
6,normal,-1,0.0,,,-1,-1,5,5,cost,17.60464,99.94889,70.0,1,edge_4,cloud_0,0
6,normal,-1,0.0,,,-1,-1,6,6,latency,19.3118,66.91879,35.5,2,edge_3,cloud_0,0
6,normal,-1,0.0,,,-1,-1,7,7,reliability,21.67177,88.09418,57.0,3,edge_4,cloud_0,0
7,normal,-1,0.0,,,-1,-1,0,0,latency,7.72547,54.36459,34.0,1,edge_0,cloud_0,0
7,normal,-1,0.0,,,-1,-1,1,1,reliability,9.06412,79.06437,55.5,2,edge_4,cloud_0,0
7,normal,-1,0.0,,,-1,-1,2,2,cost,11.88869,104.45531,73.0,3,edge_3,cloud_0,0
7,normal,-1,0.0,,,-1,-1,3,3,latency,13.3856,64.81999,38.5,4,edge_4,cloud_0,0
7,normal,-1,0.0,,,-1,-1,4,4,reliability,15.38677,85.44806,60.0,5,edge_0,cloud_0,0
7,normal,-1,0.0,,,-1,-1,5,5,cost,17.30268,97.97609,70.0,1,edge_4,cloud_0,0
7,normal,-1,0.0,,,-1,-1,6,6,latency,19.52596,64.60104,35.5,2,edge_3,cloud_0,0
7,normal,-1,0.0,,,-1,-1,7,7,reliability,21.72326,86.72651,57.0,3,edge_4,cloud_0,0
8,normal,-1,0.0,,,-1,-1,0,0,latency,7.65156,54.55715,34.0,1,edge_0,cloud_0,0
8,normal,-1,0.0,,,-1,-1,1,1,reliability,9.60983,82.53108,55.5,2,edge_4,cloud_0,0
8,normal,-1,0.0,,,-1,-1,2,2,cost,11.22616,107.7957,73.0,3,edge_3,cloud_0,0
8,normal,-1,0.0,,,-1,-1,3,3,latency,13.10837,64.32143,38.5,4,edge_4,cloud_0,0
8,normal,-1,0.0,,,-1,-1,4,4,reliability,15.45634,85.5169,60.0,5,edge_0,cloud_0,0
8,normal,-1,0.0,,,-1,-1,5,5,cost,17.28247,98.87957,70.0,1,edge_4,cloud_0,0
8,normal,-1,0.0,,,-1,-1,6,6,latency,19.30274,67.25333,35.5,2,edge_3,cloud_0,0
8,normal,-1,0.0,,,-1,-1,7,7,reliability,21.21044,88.12203,57.0,3,edge_4,cloud_0,0
9,normal,-1,0.0,,,-1,-1,0,0,latency,7.46,54.37281,34.0,1,edge_0,cloud_0,0
9,normal,-1,0.0,,,-1,-1,1,1,reliability,8.69665,82.19654,55.5,2,edge_4,cloud_0,0
9,normal,-1,0.0,,,-1,-1,2,2,cost,11.04606,108.36632,73.0,3,edge_3,cloud_0,0
9,normal,-1,0.0,,,-1,-1,3,3,latency,13.3875,65.79263,38.5,4,edge_4,cloud_0,0
9,normal,-1,0.0,,,-1,-1,4,4,reliability,14.60939,85.03502,60.0,5,edge_0,cloud_0,0
9,normal,-1,0.0,,,-1,-1,5,5,cost,16.94263,95.89644,70.0,1,edge_4,cloud_0,0
9,normal,-1,0.0,,,-1,-1,6,6,latency,18.70609,64.55996,35.5,2,edge_3,cloud_0,0
9,normal,-1,0.0,,,-1,-1,7,7,reliability,20.34188,87.15129,57.0,3,edge_4,cloud_0,0
10,normal,-1,0.0,,,-1,-1,0,0,latency,7.11223,52.56097,34.0,1,edge_0,cloud_0,0
10,normal,-1,0.0,,,-1,-1,1,1,reliability,9.10385,80.25824,55.5,2,edge_4,cloud_0,0
10,normal,-1,0.0,,,-1,-1,2,2,cost,10.71863,106.8788,73.0,3,edge_3,cloud_0,0
10,normal,-1,0.0,,,-1,-1,3,3,latency,13.04642,64.37014,38.5,4,edge_4,cloud_0,0
10,normal,-1,0.0,,,-1,-1,4,4,reliability,13.91983,82.94466,60.0,5,edge_0,cloud_0,0
10,normal,-1,0.0,,,-1,-1,5,5,cost,16.30252,96.94168,70.0,1,edge_4,cloud_0,0
10,normal,-1,0.0,,,-1,-1,6,6,latency,17.95,65.6838,35.5,2,edge_3,cloud_0,0
10,normal,-1,0.0,,,-1,-1,7,7,reliability,19.95556,88.35409,57.0,3,edge_4,cloud_0,0
11,normal,-1,0.0,,,-1,-1,0,0,latency,7.10821,54.49531,34.0,1,edge_0,cloud_0,0
11,normal,-1,0.0,,,-1,-1,1,1,reliability,8.86892,83.04286,55.5,2,edge_4,cloud_0,0
11,normal,-1,0.0,,,-1,-1,2,2,cost,10.70387,105.7649,73.0,3,edge_3,cloud_0,0
11,normal,-1,0.0,,,-1,-1,3,3,latency,12.63191,64.6236,38.5,4,edge_4,cloud_0,0
11,normal,-1,0.0,,,-1,-1,4,4,reliability,13.89355,84.31492,60.0,5,edge_0,cloud_0,0
11,normal,-1,0.0,,,-1,-1,5,5,cost,16.55989,101.69862,70.0,1,edge_4,cloud_0,0
11,normal,-1,0.0,,,-1,-1,6,6,latency,17.92056,63.60424,35.5,2,edge_3,cloud_0,0
11,normal,-1,0.0,,,-1,-1,7,7,reliability,20.24223,85.71857,57.0,3,edge_4,cloud_0,0
12,normal,-1,0.0,,,-1,-1,0,0,latency,6.78422,53.84884,34.0,1,edge_0,cloud_0,0
12,normal,-1,0.0,,,-1,-1,1,1,reliability,8.45835,77.64396,55.5,2,edge_4,cloud_0,0
12,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,13.42272,105.39963,73.0,3,edge_3,cloud_0,0
12,normal,-1,0.0,,,-1,-1,3,3,latency,12.09398,62.98027,38.5,4,edge_4,cloud_0,0
12,normal,-1,0.0,,,-1,-1,4,4,reliability,13.63772,81.97271,60.0,5,edge_0,cloud_0,0
12,normal,-1,0.0,,,-1,-1,5,5,cost,15.69727,99.08789,70.0,1,edge_4,cloud_0,0
12,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,6,latency,21.15895,67.91071,35.5,2,edge_3,cloud_0,0
12,normal,-1,0.0,,,-1,-1,7,7,reliability,19.02096,86.69236,57.0,3,edge_4,cloud_0,0
13,normal,-1,0.0,,,-1,-1,0,0,latency,7.02755,55.84244,34.0,1,edge_0,cloud_0,0
13,normal,-1,0.0,,,-1,-1,1,1,reliability,8.67516,78.94831,55.5,2,edge_4,cloud_0,0
13,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,14.36978,113.20416,73.0,3,edge_3,cloud_0,0
13,normal,-1,0.0,,,-1,-1,3,3,latency,11.95786,65.66835,38.5,4,edge_4,cloud_0,0
13,normal,-1,0.0,,,-1,-1,4,4,reliability,13.20177,80.96448,60.0,5,edge_0,cloud_0,0
13,normal,-1,0.0,,,-1,-1,5,5,cost,15.07606,98.46466,70.0,1,edge_4,cloud_0,0
13,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,6,latency,23.83675,71.95063,35.5,2,edge_3,cloud_0,0
13,normal,-1,0.0,,,-1,-1,7,7,reliability,17.93316,86.64808,57.0,3,edge_4,cloud_0,0
14,normal,-1,0.0,,,-1,-1,0,0,latency,6.26366,50.36549,34.0,1,edge_0,cloud_0,0
14,normal,-1,0.0,,,-1,-1,1,1,reliability,8.39549,81.86991,55.5,2,edge_4,cloud_0,0
14,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,14.54758,112.83,73.0,3,edge_3,cloud_0,0
14,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,20.45071,74.43766,38.5,4,edge_4,cloud_0,0
14,normal,-1,0.0,,,-1,-1,4,4,reliability,13.61116,83.52345,60.0,5,edge_0,cloud_0,0
14,normal,-1,0.0,,,-1,-1,5,5,cost,14.54724,100.0392,70.0,1,edge_4,cloud_0,0
14,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,6,latency,23.91261,72.36135,35.5,2,edge_3,cloud_0,0
14,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,31.35091,99.52652,57.0,3,edge_4,cloud_0,0
15,normal,-1,0.0,,,-1,-1,0,0,latency,6.5722,53.0358,34.0,1,edge_0,cloud_0,0
15,normal,-1,0.0,,,-1,-1,1,1,reliability,7.36141,87.31275,55.5,2,edge_4,cloud_0,0
15,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,15.33871,120.70274,73.0,3,edge_3,cloud_0,0
15,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,25.11364,80.59174,38.5,4,edge_4,cloud_0,0
15,normal,-1,0.0,,,-1,-1,4,4,reliability,13.00244,83.90622,60.0,5,edge_0,cloud_0,0
15,normal,-1,0.0,,,-1,-1,5,5,cost,14.10768,103.84397,70.0,1,edge_4,cloud_0,0
15,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,6,latency,24.18779,71.16529,35.5,2,edge_3,cloud_0,0
15,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,39.05026,104.56161,57.0,3,edge_4,cloud_0,0
16,normal,-1,0.0,,,-1,-1,0,0,latency,5.98943,53.59405,34.0,1,edge_0,cloud_0,0
16,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,13.76287,95.83358,55.5,2,edge_4,cloud_0,0
16,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,14.20479,119.12099,73.0,3,edge_3,cloud_0,0
16,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,30.37871,84.1409,38.5,4,edge_4,cloud_0,0
16,normal,-1,0.0,,,-1,-1,4,4,reliability,12.76117,82.5837,60.0,5,edge_0,cloud_0,0
16,normal,-1,0.0,,,-1,-1,5,5,cost,14.75011,106.22727,70.0,1,edge_4,cloud_0,0
16,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,6,latency,22.83474,70.24959,35.5,2,edge_3,cloud_0,0
16,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,46.80238,109.04224,57.0,3,edge_4,cloud_0,0
17,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,9.08661,75.37594,34.0,1,edge_4,cloud_0,0
17,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,17.95372,85.42892,55.5,2,edge_0,cloud_0,0
17,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,13.07206,108.0583,73.0,3,edge_4,cloud_0,0
17,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,32.06121,79.95239,38.5,4,edge_3,cloud_0,0
17,normal,-1,0.0,,,-1,-1,4,4,reliability,12.34224,98.22281,60.0,5,edge_4,cloud_0,0
17,normal,-1,0.0,,,-1,-1,5,5,cost,13.81817,92.54517,70.0,1,edge_0,cloud_0,0
17,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,21.96198,91.84494,35.5,2,edge_4,cloud_0,0
17,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,48.00389,107.43469,57.0,3,edge_3,cloud_0,0
18,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,9.22134,74.8779,34.0,1,edge_4,cloud_0,0
18,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,20.77561,87.92109,55.5,2,edge_0,cloud_0,0
18,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,12.03331,113.87661,73.0,3,edge_4,cloud_0,0
18,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,28.36629,78.29308,38.5,4,edge_3,cloud_0,0
18,normal,-1,0.0,,,-1,-1,4,4,reliability,12.93731,102.06504,60.0,5,edge_4,cloud_0,0
18,normal,-1,0.0,,,-1,-1,5,5,cost,13.7655,94.94104,70.0,1,edge_0,cloud_0,0
18,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,22.8222,90.63468,35.5,2,edge_4,cloud_0,0
18,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,42.06706,104.91547,57.0,3,edge_3,cloud_0,0
19,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,10.74276,79.87609,34.0,1,edge_4,cloud_0,0
19,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,22.707,86.98386,55.5,2,edge_0,cloud_0,0
19,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,10.60431,119.3326,73.0,3,edge_4,cloud_0,0
19,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,27.90772,73.12377,38.5,4,edge_3,cloud_0,0
19,normal,-1,0.0,,,-1,-1,4,4,reliability,12.73467,104.49015,60.0,5,edge_4,cloud_0,0
19,normal,-1,0.0,,,-1,-1,5,5,cost,14.01981,93.24434,70.0,1,edge_0,cloud_0,0
19,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,25.23946,99.1063,35.5,2,edge_4,cloud_0,0
19,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,43.83322,97.4789,57.0,3,edge_3,cloud_0,0
20,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,11.92482,78.06692,34.0,1,edge_4,cloud_0,0
20,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,21.91154,88.48632,55.5,2,edge_0,cloud_0,0
20,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,11.04867,121.39224,73.0,3,edge_4,cloud_0,0
20,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,26.36838,76.06348,38.5,4,edge_3,cloud_0,0
20,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,4,4,reliability,16.83997,105.33752,60.0,5,edge_4,cloud_0,0
20,normal,-1,0.0,,,-1,-1,5,5,cost,14.68808,97.25747,70.0,1,edge_0,cloud_0,0
20,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,29.66539,101.14343,35.5,2,edge_4,cloud_0,0
20,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,40.87631,97.66407,57.0,3,edge_3,cloud_0,0
21,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,14.57713,79.79702,34.0,1,edge_4,cloud_0,0
21,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,18.97673,85.56262,55.5,2,edge_0,cloud_0,0
21,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,11.50191,115.91036,73.0,3,edge_4,cloud_0,0
21,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,26.92645,75.27598,38.5,4,edge_3,cloud_0,0
21,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,4,4,reliability,17.46039,104.22532,60.0,5,edge_4,cloud_0,0
21,normal,-1,0.0,,,-1,-1,5,5,cost,14.68029,93.73825,70.0,1,edge_0,cloud_0,0
21,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,34.76218,100.22419,35.5,2,edge_4,cloud_0,0
21,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,40.02215,98.12697,57.0,3,edge_3,cloud_0,0
22,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,16.9215,79.10079,34.0,1,edge_4,cloud_0,0
22,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,20.50512,85.76137,55.5,2,edge_0,cloud_0,0
22,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,2,cost,12.04261,115.61608,73.0,3,edge_4,cloud_0,0
22,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,26.57683,77.40813,38.5,4,edge_3,cloud_0,0
22,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,4,4,reliability,18.18601,103.7491,60.0,5,edge_4,cloud_0,0
22,normal,-1,0.0,,,-1,-1,5,5,cost,14.74937,90.76529,70.0,1,edge_0,cloud_0,0
22,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,40.12299,100.63748,35.5,2,edge_4,cloud_0,0
22,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,40.30108,102.1043,57.0,3,edge_3,cloud_0,0
23,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,17.09161,78.38833,34.0,1,edge_4,cloud_0,0
23,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,20.41384,82.53759,55.5,2,edge_0,cloud_0,0
23,mixed,19,0.36038,edge_1,access_0-edge_1,1,0,2,2,cost,23.78002,125.4902,73.0,3,edge_4,cloud_0,0
23,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,3,latency,23.63678,77.27832,38.5,4,edge_3,cloud_0,0
23,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,4,4,reliability,17.96264,104.47215,60.0,5,edge_4,cloud_0,0
23,normal,-1,0.0,,,-1,-1,5,5,cost,14.6338,93.70939,70.0,1,edge_0,cloud_0,0
23,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,41.44882,101.98795,35.5,2,edge_4,cloud_0,0
23,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,7,reliability,34.42825,93.20352,57.0,3,edge_3,cloud_0,0
24,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,0,latency,18.2677,82.97401,34.0,1,edge_4,cloud_0,0
24,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,18.24415,85.16155,55.5,2,edge_0,cloud_0,0
24,mixed,19,0.36038,edge_1,access_0-edge_1,1,0,2,2,cost,20.32403,122.88814,73.0,3,edge_4,cloud_0,0
24,normal,-1,0.0,,,-1,-1,3,3,latency,10.70096,61.87176,38.5,4,edge_3,cloud_0,0
24,node_overload,6,0.30405,edge_4,edge_4-edge_0,4,3,4,4,reliability,18.59038,104.47573,60.0,5,edge_4,cloud_0,0
24,normal,-1,0.0,,,-1,-1,5,5,cost,13.85486,94.11681,70.0,1,edge_0,cloud_0,0
24,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,41.59371,98.05201,35.5,2,edge_4,cloud_0,0
24,normal,-1,0.0,,,-1,-1,7,7,reliability,16.802,85.6757,57.0,3,edge_3,cloud_0,0
25,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,0,0,latency,8.23928,77.63234,34.0,1,edge_4,cloud_0,0
25,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,19.84329,82.70313,55.5,2,edge_0,cloud_0,0
25,mixed,19,0.36038,edge_1,access_0-edge_1,1,0,2,2,cost,22.75435,123.23343,73.0,3,edge_4,cloud_0,0
25,normal,-1,0.0,,,-1,-1,3,3,latency,11.7224,64.23078,38.5,4,edge_3,cloud_0,0
25,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,4,4,reliability,15.86787,105.15034,60.0,5,edge_4,cloud_0,0
25,normal,-1,0.0,,,-1,-1,5,5,cost,14.53208,93.72621,70.0,1,edge_0,cloud_0,0
25,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,36.1453,100.0579,35.5,2,edge_4,cloud_0,0
25,normal,-1,0.0,,,-1,-1,7,7,reliability,17.56792,84.88436,57.0,3,edge_3,cloud_0,0
26,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,0,0,latency,9.30625,78.11837,34.0,1,edge_4,cloud_0,0
26,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,19.46202,83.12324,55.5,2,edge_0,cloud_0,0
26,mixed,19,0.36038,edge_1,access_0-edge_1,1,0,2,2,cost,21.48866,123.01095,73.0,3,edge_4,cloud_0,0
26,normal,-1,0.0,,,-1,-1,3,3,latency,11.83818,63.8095,38.5,4,edge_3,cloud_0,0
26,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,4,4,reliability,17.64396,104.73843,60.0,5,edge_4,cloud_0,0
26,normal,-1,0.0,,,-1,-1,5,5,cost,14.24795,95.45178,70.0,1,edge_0,cloud_0,0
26,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,30.13172,96.88493,35.5,2,edge_4,cloud_0,0
26,normal,-1,0.0,,,-1,-1,7,7,reliability,17.56878,87.066,57.0,3,edge_3,cloud_0,0
27,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,0,0,latency,10.16545,73.24532,34.0,1,edge_4,cloud_0,0
27,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,1,reliability,16.39772,83.17303,55.5,2,edge_0,cloud_0,0
27,mixed,19,0.36038,edge_1,access_0-edge_1,1,0,2,2,cost,20.07907,119.87609,73.0,3,edge_4,cloud_0,0
27,normal,-1,0.0,,,-1,-1,3,3,latency,11.89533,64.95748,38.5,4,edge_3,cloud_0,0
27,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,4,4,reliability,18.97763,103.22778,60.0,5,edge_4,cloud_0,0
27,normal,-1,0.0,,,-1,-1,5,5,cost,14.53549,93.59987,70.0,1,edge_0,cloud_0,0
27,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,6,6,latency,24.05242,87.54354,35.5,2,edge_4,cloud_0,0
27,normal,-1,0.0,,,-1,-1,7,7,reliability,17.47604,87.18292,57.0,3,edge_3,cloud_0,0
28,burst,1,0.29598,edge_4,edge_4-edge_0,2,1,0,0,latency,11.42041,71.74663,34.0,1,edge_4,cloud_0,0
28,normal,-1,0.0,,,-1,-1,1,1,reliability,8.45886,80.30203,55.5,2,edge_0,cloud_0,0
28,node_overload,8,0.27734,edge_4,edge_4-edge_0,2,1,2,2,cost,11.64339,112.01804,73.0,3,edge_4,cloud_0,0
