time,scenario,event_id,severity,affected_node,affected_link,affected_node_position,affected_link_position,service_id,path_nodes,path_links,path_delay,path_loss,bottleneck_node,bottleneck_link
2,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,48.79785,0.0046,cloud_0,edge_0-cloud_0
2,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.0946,0.008482,edge_4,edge_3-edge_4
2,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,79.30162,0.012508,edge_2,edge_3-edge_4
2,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,60.54328,0.00879,edge_4,edge_4-edge_0
2,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,48.79785,0.0046,cloud_0,edge_0-cloud_0
2,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.0946,0.008482,edge_4,edge_3-edge_4
2,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,57.07133,0.006797,edge_2,access_1-edge_3
2,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,60.54328,0.00879,edge_4,edge_4-edge_0
3,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,49.39309,0.001737,cloud_0,access_0-edge_0
3,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,54.86156,0.008093,cloud_0,access_1-edge_3
3,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,74.80649,0.009788,edge_2,edge_3-edge_4
3,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,56.40442,0.006365,cloud_0,edge_4-edge_0
3,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,49.39309,0.001737,cloud_0,access_0-edge_0
3,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,54.86156,0.008093,cloud_0,access_1-edge_3
3,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,58.34776,0.007757,edge_2,access_1-edge_3
3,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,56.40442,0.006365,cloud_0,edge_4-edge_0
4,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,50.68837,0.001976,cloud_0,access_0-edge_0
4,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,59.90885,0.004401,cloud_0,access_1-edge_3
4,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,76.94062,0.013093,edge_2,edge_2-edge_3
4,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,58.3404,0.003571,cloud_0,access_0-edge_0
4,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,50.68837,0.001976,cloud_0,access_0-edge_0
4,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,59.90885,0.004401,cloud_0,access_1-edge_3
4,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,59.88624,0.012807,edge_2,edge_2-edge_3
4,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,58.3404,0.003571,cloud_0,access_0-edge_0
5,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,51.40769,0.0045,cloud_0,edge_0-cloud_0
5,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.66396,0.005126,cloud_0,edge_4-cloud_0
5,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,75.73286,0.007862,edge_2,edge_1-edge_2
5,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.74784,0.003086,cloud_0,access_0-edge_0
5,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,51.40769,0.0045,cloud_0,edge_0-cloud_0
5,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.66396,0.005126,cloud_0,edge_4-cloud_0
5,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,59.1846,0.003283,edge_2,edge_2-edge_3
5,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.74784,0.003086,cloud_0,access_0-edge_0
6,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,49.40003,0.0043,cloud_0,access_0-edge_0
6,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.92525,0.008867,edge_4,edge_4-cloud_0
6,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,81.40023,0.011495,edge_2,edge_4-cloud_0
6,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.66327,0.012009,edge_4,edge_4-edge_0
6,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,49.40003,0.0043,cloud_0,access_0-edge_0
6,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.92525,0.008867,edge_4,edge_4-cloud_0
6,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,58.88135,0.007088,edge_2,edge_2-cloud_0
6,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.66327,0.012009,edge_4,edge_4-edge_0
7,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,47.4165,0.001299,cloud_0,access_0-edge_0
7,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.35972,0.006538,cloud_0,access_1-edge_3
7,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,75.65087,0.012369,edge_2,edge_1-edge_2
7,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.00348,0.006075,cloud_0,edge_4-edge_0
7,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,47.4165,0.001299,cloud_0,access_0-edge_0
7,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.35972,0.006538,cloud_0,access_1-edge_3
7,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,55.86138,0.005162,edge_2,access_1-edge_3
7,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.00348,0.006075,cloud_0,edge_4-edge_0
8,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,46.59643,0.005162,cloud_0,edge_0-cloud_0
8,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,61.39277,0.004508,edge_4,edge_4-cloud_0
8,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,80.18812,0.008417,edge_2,edge_4-cloud_0
8,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.09766,0.004273,edge_4,edge_4-cloud_0
8,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,46.59643,0.005162,cloud_0,edge_0-cloud_0
8,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,61.39277,0.004508,edge_4,edge_4-cloud_0
8,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,59.63099,0.006797,edge_2,access_1-edge_3
8,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.09766,0.004273,edge_4,edge_4-cloud_0
9,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,50.3764,0.003363,cloud_0,access_0-edge_0
9,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.94782,0.003979,cloud_0,edge_3-edge_4
9,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,78.8436,0.012984,edge_2,edge_2-edge_3
9,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,58.38731,0.0,cloud_0,edge_4-cloud_0
9,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,50.3764,0.003363,cloud_0,access_0-edge_0
9,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.94782,0.003979,cloud_0,edge_3-edge_4
9,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,58.02057,0.006024,edge_2,edge_2-edge_3
9,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,58.38731,0.0,cloud_0,edge_4-cloud_0
10,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,47.28789,0.006615,cloud_0,access_0-edge_0
10,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.4192,0.005419,cloud_0,access_1-edge_3
10,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,76.83345,0.009094,edge_2,edge_1-edge_2
10,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,57.19473,0.006299,cloud_0,access_0-edge_0
10,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,47.28789,0.006615,cloud_0,access_0-edge_0
10,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.4192,0.005419,cloud_0,access_1-edge_3
10,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,58.34588,0.007868,edge_2,access_1-edge_3
10,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,57.19473,0.006299,cloud_0,access_0-edge_0
11,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,48.5433,0.003559,cloud_0,access_0-edge_0
11,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,60.61959,0.008137,cloud_0,edge_3-edge_4
11,normal,-1,0.0,,,-1,-1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,78.17536,0.010428,edge_2,access_0-edge_1
11,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,58.0015,0.005396,cloud_0,access_0-edge_0
11,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,48.5433,0.003559,cloud_0,access_0-edge_0
11,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,60.61959,0.008137,cloud_0,edge_3-edge_4
11,normal,-1,0.0,,,-1,-1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,57.01316,0.006884,edge_2,access_1-edge_3
11,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,58.0015,0.005396,cloud_0,access_0-edge_0
12,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,45.97001,0.002975,cloud_0,access_0-edge_0
12,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.86623,0.004576,cloud_0,edge_3-edge_4
12,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,78.79131,0.009396,edge_2,edge_1-edge_2
12,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,57.55935,0.003578,cloud_0,edge_4-cloud_0
12,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,45.97001,0.002975,cloud_0,access_0-edge_0
12,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,56.86623,0.004576,cloud_0,edge_3-edge_4
12,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,58.51255,0.004429,edge_2,access_1-edge_3
12,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,57.55935,0.003578,cloud_0,edge_4-cloud_0
13,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,49.65118,0.004234,cloud_0,edge_0-cloud_0
13,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.83783,0.010782,edge_4,edge_4-cloud_0
13,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,79.88816,0.015047,edge_2,edge_1-edge_2
13,normal,-1,0.0,,,-1,-1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.90642,0.008878,edge_4,edge_4-cloud_0
13,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,49.65118,0.004234,cloud_0,edge_0-cloud_0
13,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,58.83783,0.010782,edge_4,edge_4-cloud_0
13,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,59.13542,0.006089,edge_2,edge_2-cloud_0
13,normal,-1,0.0,,,-1,-1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.90642,0.008878,edge_4,edge_4-cloud_0
14,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,48.83108,0.009204,cloud_0,access_0-edge_0
14,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,57.85208,0.006319,edge_4,edge_3-edge_4
14,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,81.93842,0.018087,edge_4,edge_1-edge_2
14,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,60.15971,0.012629,edge_4,edge_4-edge_0
14,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,48.83108,0.009204,cloud_0,access_0-edge_0
14,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,57.85208,0.006319,edge_4,edge_3-edge_4
14,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,55.26232,0.00454,edge_2,edge_2-edge_3
14,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,60.15971,0.012629,edge_4,edge_4-edge_0
15,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,46.85582,0.001549,cloud_0,edge_0-cloud_0
15,normal,-1,0.0,,,-1,-1,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,60.98872,0.009536,edge_4,edge_3-edge_4
15,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,85.39404,0.018526,edge_4,edge_1-edge_2
15,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,60.16344,0.01022,edge_4,edge_4-edge_0
15,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,46.85582,0.001549,cloud_0,edge_0-cloud_0
15,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,60.98872,0.009536,edge_4,edge_3-edge_4
15,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,57.852,0.011193,edge_2,access_1-edge_3
15,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,60.16344,0.01022,edge_4,edge_4-edge_0
16,normal,-1,0.0,,,-1,-1,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,45.84913,0.001947,cloud_0,access_0-edge_0
16,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,61.15784,0.014494,edge_4,edge_3-edge_4
16,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,access_0|edge_1|edge_2|edge_3|edge_4|cloud_0,access_0-edge_1|edge_1-edge_2|edge_2-edge_3|edge_3-edge_4|edge_4-cloud_0,85.167,0.03616,edge_1,edge_1-edge_2
16,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,3,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.90293,0.012111,edge_4,edge_4-edge_0
16,normal,-1,0.0,,,-1,-1,4,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,45.84913,0.001947,cloud_0,access_0-edge_0
16,normal,-1,0.0,,,-1,-1,5,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,61.15784,0.014494,edge_4,edge_3-edge_4
16,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,6,access_1|edge_3|edge_2|cloud_0,access_1-edge_3|edge_2-edge_3|edge_2-cloud_0,59.91278,0.006616,edge_2,access_1-edge_3
16,mixed,20,0.25824,edge_4,edge_4-edge_0,2,1,7,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,59.90293,0.012111,edge_4,edge_4-edge_0
17,burst,2,0.27767,edge_0,edge_0-edge_1,3,2,0,access_0|edge_0|edge_4|cloud_0,access_0-edge_0|edge_4-edge_0|edge_4-cloud_0,61.83429,0.015708,edge_4,edge_4-edge_0
17,mixed,26,0.39268,edge_4,edge_3-edge_4,4,3,1,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,48.14084,0.006775,edge_0,edge_0-cloud_0
17,link_congestion,14,0.2708,edge_2,edge_1-edge_2,2,1,2,access_1|edge_3|edge_4|cloud_0,access_1-edge_3|edge_3-edge_4|edge_4-cloud_0,59.24366,0.012368,edge_4,edge_3-edge_4
