time,scenario,event_id,severity,affected_node,affected_link,affected_node_position,affected_link_position,node_id,node_type,cpu_util,mem_util,queue_len,available_cpu,available_mem,request_load_on_node,node_degree
3,normal,-1,0.0,,,-1,-1,edge_2,edge,0.44155,0.48636,0.0,0.55845,0.51364,0.7101,4
3,normal,-1,0.0,,,-1,-1,edge_3,edge,0.3558,0.4613,0.0,0.6442,0.5387,0.7101,3
3,normal,-1,0.0,,,-1,-1,edge_4,edge,0.35907,0.44496,0.0,0.64093,0.55504,0.7101,3
3,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38511,0.47503,0.0,0.61489,0.52497,0.55116,3
4,normal,-1,0.0,,,-1,-1,access_0,access,0.23902,0.24228,0.0,0.76098,0.75772,0.31519,2
4,normal,-1,0.0,,,-1,-1,access_1,access,0.223,0.26634,0.0,0.777,0.73366,0.31519,2
4,normal,-1,0.0,,,-1,-1,edge_0,edge,0.36659,0.44098,0.0,0.63341,0.55902,0.71646,4
4,normal,-1,0.0,,,-1,-1,edge_1,edge,0.41482,0.46816,0.0,0.58518,0.53184,0.71646,3
4,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41897,0.47324,0.0,0.58103,0.52676,0.71646,4
4,normal,-1,0.0,,,-1,-1,edge_3,edge,0.3389,0.42791,0.0,0.6611,0.57209,0.71646,3
4,normal,-1,0.0,,,-1,-1,edge_4,edge,0.41212,0.45198,0.0,0.58788,0.54802,0.71646,3
4,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38329,0.4838,0.0,0.61671,0.5162,0.55398,3
5,normal,-1,0.0,,,-1,-1,access_0,access,0.22615,0.2695,0.0,0.77385,0.7305,0.3165,2
5,normal,-1,0.0,,,-1,-1,access_1,access,0.2287,0.26277,0.0,0.7713,0.73723,0.3165,2
5,normal,-1,0.0,,,-1,-1,edge_0,edge,0.34965,0.45397,0.0,0.65035,0.54603,0.72015,4
5,normal,-1,0.0,,,-1,-1,edge_1,edge,0.38444,0.45759,0.0,0.61556,0.54241,0.72015,3
5,normal,-1,0.0,,,-1,-1,edge_2,edge,0.40626,0.45986,0.0,0.59374,0.54014,0.72015,4
5,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35773,0.44267,0.0,0.64227,0.55733,0.72015,3
5,normal,-1,0.0,,,-1,-1,edge_4,edge,0.37257,0.45926,0.0,0.62743,0.54074,0.72015,3
5,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40192,0.46497,0.0,0.59808,0.53503,0.55562,3
6,normal,-1,0.0,,,-1,-1,access_0,access,0.21051,0.25593,0.0,0.78949,0.74407,0.31677,2
6,normal,-1,0.0,,,-1,-1,access_1,access,0.21344,0.24993,0.0,0.78656,0.75007,0.31677,2
6,normal,-1,0.0,,,-1,-1,edge_0,edge,0.32599,0.42402,0.0,0.67401,0.57598,0.72091,4
6,normal,-1,0.0,,,-1,-1,edge_1,edge,0.3841,0.4387,0.0,0.6159,0.5613,0.72091,3
6,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41995,0.47384,0.0,0.58005,0.52616,0.72091,4
6,normal,-1,0.0,,,-1,-1,edge_3,edge,0.36116,0.46569,0.0,0.63884,0.53431,0.72091,3
6,normal,-1,0.0,,,-1,-1,edge_4,edge,0.39493,0.47532,0.0,0.60507,0.52468,0.72091,3
6,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40233,0.49568,0.0,0.59767,0.50432,0.55596,3
7,normal,-1,0.0,,,-1,-1,access_0,access,0.2428,0.25955,0.0,0.7572,0.74045,0.31597,2
7,normal,-1,0.0,,,-1,-1,access_1,access,0.22897,0.27356,0.0,0.77103,0.72644,0.31597,2
7,normal,-1,0.0,,,-1,-1,edge_0,edge,0.34651,0.45735,0.0,0.65349,0.54265,0.71866,4
7,normal,-1,0.0,,,-1,-1,edge_1,edge,0.38938,0.45492,0.0,0.61062,0.54508,0.71866,3
7,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41082,0.48311,0.0,0.58918,0.51689,0.71866,4
7,normal,-1,0.0,,,-1,-1,edge_3,edge,0.3608,0.44296,0.0,0.6392,0.55704,0.71866,3
7,normal,-1,0.0,,,-1,-1,edge_4,edge,0.42243,0.4623,0.0,0.57757,0.5377,0.71866,3
7,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.41213,0.48621,0.0,0.58787,0.51379,0.55496,3
8,normal,-1,0.0,,,-1,-1,access_0,access,0.21908,0.2542,0.0,0.78092,0.7458,0.31416,2
8,normal,-1,0.0,,,-1,-1,access_1,access,0.23328,0.25087,0.0,0.76672,0.74913,0.31416,2
8,normal,-1,0.0,,,-1,-1,edge_0,edge,0.36111,0.45602,0.0,0.63889,0.54398,0.71359,4
8,normal,-1,0.0,,,-1,-1,edge_1,edge,0.37174,0.44748,0.0,0.62826,0.55252,0.71359,3
8,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41508,0.4795,0.0,0.58492,0.5205,0.71359,4
8,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34127,0.45263,0.0,0.65873,0.54737,0.71359,3
8,normal,-1,0.0,,,-1,-1,edge_4,edge,0.40003,0.47441,0.0,0.59997,0.52559,0.71359,3
8,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40116,0.45086,0.0,0.59884,0.54914,0.55271,3
9,normal,-1,0.0,,,-1,-1,access_0,access,0.21082,0.27472,0.0,0.78918,0.72528,0.31149,2
9,normal,-1,0.0,,,-1,-1,access_1,access,0.23747,0.26776,0.0,0.76253,0.73224,0.31149,2
9,normal,-1,0.0,,,-1,-1,edge_0,edge,0.3546,0.46414,0.0,0.6454,0.53586,0.70606,4
9,normal,-1,0.0,,,-1,-1,edge_1,edge,0.36656,0.47493,0.0,0.63344,0.52507,0.70606,3
9,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41829,0.49476,0.0,0.58171,0.50524,0.70606,4
9,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34989,0.44486,0.0,0.65011,0.55514,0.70606,3
9,normal,-1,0.0,,,-1,-1,edge_4,edge,0.39597,0.45701,0.0,0.60403,0.54299,0.70606,3
9,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40608,0.46563,0.0,0.59392,0.53437,0.54936,3
10,normal,-1,0.0,,,-1,-1,access_0,access,0.22766,0.26353,0.0,0.77234,0.73647,0.30814,2
10,normal,-1,0.0,,,-1,-1,access_1,access,0.23454,0.25177,0.0,0.76546,0.74823,0.30814,2
10,normal,-1,0.0,,,-1,-1,edge_0,edge,0.38273,0.46453,0.0,0.61727,0.53547,0.69664,4
10,normal,-1,0.0,,,-1,-1,edge_1,edge,0.3922,0.47231,0.0,0.6078,0.52769,0.69664,3
10,normal,-1,0.0,,,-1,-1,edge_2,edge,0.40026,0.46053,0.0,0.59974,0.53947,0.69664,4
10,normal,-1,0.0,,,-1,-1,edge_3,edge,0.3657,0.4337,0.0,0.6343,0.5663,0.69664,3
10,normal,-1,0.0,,,-1,-1,edge_4,edge,0.36267,0.46378,0.0,0.63733,0.53622,0.69664,3
10,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.37945,0.46786,0.0,0.62055,0.53214,0.54517,3
11,normal,-1,0.0,,,-1,-1,access_0,access,0.23598,0.23768,0.0,0.76402,0.76232,0.30436,2
11,normal,-1,0.0,,,-1,-1,access_1,access,0.22636,0.24669,0.0,0.77364,0.75331,0.30436,2
11,normal,-1,0.0,,,-1,-1,edge_0,edge,0.37018,0.45726,0.0,0.62982,0.54274,0.68601,4
11,normal,-1,0.0,,,-1,-1,edge_1,edge,0.39048,0.47358,0.0,0.60952,0.52642,0.68601,3
11,normal,-1,0.0,,,-1,-1,edge_2,edge,0.44025,0.50871,0.0,0.55975,0.49129,0.68601,4
11,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35902,0.45887,0.0,0.64098,0.54113,0.68601,3
11,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.53942,0.52655,14.02964,0.46058,0.47345,1.0133,3
11,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38435,0.49123,0.0,0.61565,0.50877,0.54045,3
12,normal,-1,0.0,,,-1,-1,access_0,access,0.21105,0.26191,0.0,0.78895,0.73809,0.30044,2
12,normal,-1,0.0,,,-1,-1,access_1,access,0.22715,0.2752,0.0,0.77285,0.7248,0.30044,2
12,normal,-1,0.0,,,-1,-1,edge_0,edge,0.3507,0.45466,0.0,0.6493,0.54534,0.67499,4
12,normal,-1,0.0,,,-1,-1,edge_1,edge,0.39254,0.47579,0.0,0.60746,0.52421,0.67499,3
12,normal,-1,0.0,,,-1,-1,edge_2,edge,0.42319,0.47851,0.0,0.57681,0.52149,0.67499,4
12,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34894,0.45871,0.0,0.65106,0.54129,0.67499,3
12,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.58531,0.56667,17.41571,0.41469,0.43333,1.09923,3
12,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.37929,0.45598,0.0,0.62071,0.54402,0.53555,3
13,normal,-1,0.0,,,-1,-1,access_0,access,0.21504,0.25081,0.0,0.78496,0.74919,0.29666,2
13,normal,-1,0.0,,,-1,-1,access_1,access,0.22578,0.25493,0.0,0.77422,0.74507,0.29666,2
13,normal,-1,0.0,,,-1,-1,edge_0,edge,0.35115,0.45014,0.0,0.64885,0.54986,0.66436,4
13,normal,-1,0.0,,,-1,-1,edge_1,edge,0.38762,0.47534,0.0,0.61238,0.52466,0.66436,3
13,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41265,0.48456,0.0,0.58735,0.51544,0.66436,4
13,normal,-1,0.0,,,-1,-1,edge_3,edge,0.3412,0.44757,0.0,0.6588,0.55243,0.66436,3
13,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.62642,0.58661,20.12376,0.37358,0.41339,1.19769,3
13,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.39478,0.46968,0.0,0.60522,0.53032,0.53083,3
14,normal,-1,0.0,,,-1,-1,access_0,access,0.21174,0.2447,0.0,0.78826,0.7553,0.29331,2
14,normal,-1,0.0,,,-1,-1,access_1,access,0.23178,0.2434,0.0,0.76822,0.7566,0.29331,2
14,normal,-1,0.0,,,-1,-1,edge_0,edge,0.33879,0.45217,0.0,0.66121,0.54783,0.65494,4
14,normal,-1,0.0,,,-1,-1,edge_1,edge,0.36718,0.4585,0.0,0.63282,0.5415,0.65494,3
14,normal,-1,0.0,,,-1,-1,edge_2,edge,0.43175,0.47939,0.0,0.56825,0.52061,0.65494,4
14,normal,-1,0.0,,,-1,-1,edge_3,edge,0.33876,0.46088,0.0,0.66124,0.53912,0.65494,3
14,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.67678,0.61713,23.4432,0.32322,0.38287,1.29472,3
14,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.39273,0.44974,0.0,0.60727,0.55026,0.52664,3
15,normal,-1,0.0,,,-1,-1,access_0,access,0.2152,0.23354,0.0,0.7848,0.76646,0.29064,2
15,normal,-1,0.0,,,-1,-1,access_1,access,0.22516,0.24878,0.0,0.77484,0.75122,0.29064,2
15,normal,-1,0.0,,,-1,-1,edge_0,edge,0.35587,0.46334,0.0,0.64413,0.53666,0.64741,4
15,normal,-1,0.0,,,-1,-1,edge_1,edge,0.35111,0.42497,0.0,0.64889,0.57503,0.64741,3
15,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41164,0.49652,0.0,0.58836,0.50348,0.64741,4
15,normal,-1,0.0,,,-1,-1,edge_3,edge,0.33831,0.45048,0.0,0.66169,0.54952,0.64741,3
15,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.67895,0.62844,23.97273,0.32105,0.37156,1.37126,3
15,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.37886,0.45255,0.0,0.62114,0.54745,0.52329,3
16,normal,-1,0.0,,,-1,-1,access_0,access,0.20207,0.23686,0.0,0.79793,0.76314,0.28883,2
16,normal,-1,0.0,,,-1,-1,access_1,access,0.22281,0.24803,0.0,0.77719,0.75197,0.28883,2
16,normal,-1,0.0,,,-1,-1,edge_0,edge,0.32743,0.43826,0.0,0.67257,0.56174,0.64234,4
16,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.54673,0.5263,14.53858,0.45327,0.4737,1.00486,3
16,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41985,0.49342,0.0,0.58015,0.50658,0.64234,4
16,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35867,0.46427,0.0,0.64133,0.53573,0.64234,3
16,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.70867,0.65989,25.99086,0.29133,0.34011,1.4089,3
16,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.36784,0.46108,0.0,0.63216,0.53892,0.52104,3
17,normal,-1,0.0,,,-1,-1,access_0,access,0.20923,0.23635,0.0,0.79077,0.76365,0.28803,2
17,normal,-1,0.0,,,-1,-1,access_1,access,0.21131,0.25544,0.0,0.78869,0.74456,0.28803,2
17,normal,-1,0.0,,,-1,-1,edge_0,edge,0.3357,0.43384,0.0,0.6643,0.56616,0.64009,4
17,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.59912,0.56325,18.22398,0.40088,0.43675,1.0856,3
17,normal,-1,0.0,,,-1,-1,edge_2,edge,0.40395,0.47583,0.0,0.59605,0.52417,0.64009,4
17,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35868,0.45138,0.0,0.64132,0.54862,0.64009,3
17,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.69915,0.62638,26.03342,0.30085,0.37362,1.39705,3
17,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.3942,0.45552,0.0,0.6058,0.54448,0.52004,3
18,normal,-1,0.0,,,-1,-1,access_0,access,0.2235,0.22433,0.0,0.7765,0.77567,0.2883,2
18,normal,-1,0.0,,,-1,-1,access_1,access,0.21811,0.25155,0.0,0.78189,0.74845,0.2883,2
18,normal,-1,0.0,,,-1,-1,edge_0,edge,0.32982,0.47195,0.0,0.67018,0.52805,0.64085,4
18,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.61432,0.59534,18.24348,0.38568,0.40466,1.17808,3
18,normal,-1,0.0,,,-1,-1,edge_2,edge,0.39205,0.45628,0.0,0.60795,0.54372,0.64085,4
18,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34889,0.46217,0.0,0.65111,0.53783,0.64085,3
18,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.65018,0.57663,23.06356,0.34982,0.42337,1.33769,3
18,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.37383,0.45251,0.0,0.62617,0.54749,0.52038,3
19,normal,-1,0.0,,,-1,-1,access_0,access,0.22338,0.24166,0.0,0.77662,0.75834,0.28961,2
19,normal,-1,0.0,,,-1,-1,access_1,access,0.21903,0.26484,0.0,0.78097,0.73516,0.28961,2
19,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.42013,0.50854,0.19141,0.57987,0.49146,0.85685,4
19,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.62345,0.58579,20.74049,0.37655,0.41421,1.27099,3
19,normal,-1,0.0,,,-1,-1,edge_2,edge,0.41713,0.47319,0.0,0.58287,0.52681,0.64454,4
19,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34456,0.44138,0.0,0.65544,0.55862,0.64454,3
19,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.63921,0.57889,22.51752,0.36079,0.42111,1.30688,3
19,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38367,0.45871,0.0,0.61633,0.54129,0.52202,3
20,normal,-1,0.0,,,-1,-1,access_0,access,0.23708,0.24432,0.0,0.76292,0.75568,0.29188,2
20,normal,-1,0.0,,,-1,-1,access_1,access,0.20413,0.24819,0.0,0.79587,0.75181,0.29188,2
20,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.47447,0.54356,3.31633,0.52553,0.45644,0.89301,4
20,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.64945,0.60293,20.6975,0.35055,0.39707,1.3486,3
20,normal,-1,0.0,,,-1,-1,edge_2,edge,0.40747,0.48583,0.0,0.59253,0.51417,0.6509,4
20,normal,-1,0.0,,,-1,-1,edge_3,edge,0.37991,0.47431,0.0,0.62009,0.52569,0.6509,3
20,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.69131,0.61472,26.3462,0.30869,0.38528,1.33458,3
20,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.36147,0.46679,0.0,0.63853,0.53321,0.52484,3
21,normal,-1,0.0,,,-1,-1,access_0,access,0.23897,0.24876,0.0,0.76103,0.75124,0.29492,2
21,normal,-1,0.0,,,-1,-1,access_1,access,0.22699,0.25417,0.0,0.77301,0.74583,0.29492,2
21,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.46358,0.51608,3.85051,0.53642,0.48392,0.91225,4
21,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.64919,0.58191,21.45673,0.35081,0.41809,1.39473,3
21,normal,-1,0.0,,,-1,-1,edge_2,edge,0.39423,0.46167,0.0,0.60577,0.53833,0.65946,4
21,normal,-1,0.0,,,-1,-1,edge_3,edge,0.33954,0.45702,0.0,0.66046,0.54298,0.65946,3
21,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.66713,0.59185,22.52586,0.33287,0.40815,1.32909,3
21,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38932,0.42521,0.0,0.61068,0.57479,0.52865,3
22,normal,-1,0.0,,,-1,-1,access_0,access,0.21529,0.26695,0.0,0.78471,0.73305,0.29851,2
22,normal,-1,0.0,,,-1,-1,access_1,access,0.22986,0.2476,0.0,0.77014,0.7524,0.29851,2
22,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.47296,0.53615,5.06385,0.52704,0.46385,0.90556,4
22,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.68738,0.61218,22.75959,0.31262,0.38782,1.39823,3
22,normal,-1,0.0,,,-1,-1,edge_2,edge,0.42356,0.47687,0.0,0.57644,0.52313,0.66957,4
22,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35882,0.43274,0.0,0.64118,0.56726,0.66957,3
22,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.66809,0.58202,23.79844,0.33191,0.41798,1.2896,3
22,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38169,0.46906,0.0,0.61831,0.53094,0.53314,3
23,normal,-1,0.0,,,-1,-1,access_0,access,0.23615,0.25115,0.0,0.76385,0.74885,0.3024,2
23,normal,-1,0.0,,,-1,-1,access_1,access,0.21909,0.24639,0.0,0.78091,0.75361,0.3024,2
23,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.4387,0.53082,1.81862,0.5613,0.46918,0.87609,4
23,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.64974,0.5543,21.62975,0.35026,0.4457,1.35731,3
23,normal,-1,0.0,,,-1,-1,edge_2,edge,0.39676,0.47545,0.0,0.60324,0.52455,0.6805,4
23,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35511,0.48063,0.0,0.64489,0.51937,0.6805,3
23,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.6449,0.60138,23.08879,0.3551,0.39862,1.22412,3
23,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.39473,0.45827,0.0,0.60527,0.54173,0.538,3
24,normal,-1,0.0,,,-1,-1,access_0,access,0.20968,0.24178,0.0,0.79032,0.75822,0.3024,2
24,normal,-1,0.0,,,-1,-1,access_1,access,0.22623,0.26403,0.0,0.77377,0.73597,0.3024,2
24,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.42094,0.50505,1.31034,0.57906,0.49495,0.83761,4
24,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.61127,0.53501,18.42854,0.38873,0.46499,1.28058,3
24,normal,-1,0.0,,,-1,-1,edge_2,edge,0.40775,0.48963,0.0,0.59225,0.51037,0.6805,4
24,normal,-1,0.0,,,-1,-1,edge_3,edge,0.33472,0.43733,0.0,0.66528,0.56267,0.6805,3
24,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.63112,0.59178,22.57956,0.36888,0.40822,1.25484,3
24,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38432,0.4818,0.0,0.61568,0.5182,0.538,3
25,normal,-1,0.0,,,-1,-1,access_0,access,0.23542,0.25023,0.0,0.76458,0.74977,0.30629,2
25,normal,-1,0.0,,,-1,-1,access_1,access,0.23117,0.25329,0.0,0.76883,0.74671,0.30629,2
25,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.44349,0.50189,3.93932,0.55651,0.49811,0.80814,4
25,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.61087,0.59441,18.65662,0.38913,0.40559,1.31606,3
25,normal,-1,0.0,,,-1,-1,edge_2,edge,0.40584,0.47329,0.0,0.59416,0.52671,0.69143,4
25,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34519,0.44058,0.0,0.65481,0.55942,0.69143,3
25,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.70395,0.57457,25.61951,0.29605,0.42543,1.3063,3
25,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38498,0.46766,0.0,0.61502,0.53234,0.54286,3
26,normal,-1,0.0,,,-1,-1,access_0,access,0.21309,0.25714,0.0,0.78691,0.74286,0.30988,2
26,normal,-1,0.0,,,-1,-1,access_1,access,0.22288,0.25808,0.0,0.77712,0.74192,0.30988,2
26,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.48218,0.52201,6.31556,0.51782,0.47799,0.80145,4
26,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.62776,0.57135,20.98261,0.37224,0.42865,1.32807,3
26,normal,-1,0.0,,,-1,-1,edge_2,edge,0.43229,0.50066,0.0,0.56771,0.49934,0.70154,4
26,normal,-1,0.0,,,-1,-1,edge_3,edge,0.34946,0.4522,0.0,0.65054,0.5478,0.70154,3
26,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.63439,0.59811,21.93581,0.36561,0.40189,1.30533,3
26,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.38488,0.46688,0.0,0.61512,0.53312,0.54735,3
27,normal,-1,0.0,,,-1,-1,access_0,access,0.22296,0.26213,0.0,0.77704,0.73787,0.31292,2
27,normal,-1,0.0,,,-1,-1,access_1,access,0.24174,0.24846,0.0,0.75826,0.75154,0.31292,2
27,link_congestion,143,0.44222,edge_0,edge_0-edge_1,3,2,edge_0,edge,0.40581,0.46617,0.02839,0.59419,0.53383,0.82069,4
27,mixed,162,0.43558,edge_1,edge_1-edge_2,2,1,edge_1,edge,0.6216,0.59295,19.87821,0.3784,0.40705,1.30909,3
27,normal,-1,0.0,,,-1,-1,edge_2,edge,0.39178,0.47347,0.0,0.60822,0.52653,0.7101,4
27,normal,-1,0.0,,,-1,-1,edge_3,edge,0.35059,0.44425,0.0,0.64941,0.55575,0.7101,3
27,mixed,202,0.48243,edge_4,edge_4-edge_0,2,1,edge_4,edge,0.6348,0.58031,20.65942,0.3652,0.41969,1.25546,3
27,normal,-1,0.0,,,-1,-1,cloud_0,cloud,0.40558,0.47632,0.0,0.59442,0.52368,0.55116,3
28,normal,-1,0.0,,,-1,-1,access_0,access,0.23052,0.26427,0.0,0.76948,0.73573,0.31519,2
28,normal,-1,0.0,,,-1,-1,access_1,access,0.21865,0.25276,0.0,0.78135,0.74724,0.31519,2
