time,scenario,event_id,severity,affected_node,affected_link,affected_node_position,affected_link_position,service_id,user_id,service_type,request_rate,response_time,base_response_time,dependency_count,current_edge,cloud_node,last_violation
0,normal,-1,0.0,,,-1,-1,42,42,latency,18.13954,66.13582,37.0,3,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,43,43,reliability,19.30756,93.84194,58.5,4,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,44,44,cost,5.79478,97.28771,76.0,5,edge_3,cloud_0,0
0,normal,-1,0.0,,,-1,-1,45,45,latency,6.67194,53.90115,34.0,1,edge_2,cloud_0,0
0,normal,-1,0.0,,,-1,-1,46,46,reliability,8.32641,78.79558,55.5,2,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,47,47,cost,9.59033,103.21982,73.0,3,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,48,48,latency,11.37931,68.76599,38.5,4,edge_2,cloud_0,0
0,normal,-1,0.0,,,-1,-1,49,49,reliability,12.95104,82.73355,60.0,5,edge_2,cloud_0,0
0,normal,-1,0.0,,,-1,-1,50,50,cost,14.36265,97.19462,70.0,1,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,51,51,latency,15.47203,62.91718,35.5,2,edge_0,cloud_0,0
0,normal,-1,0.0,,,-1,-1,52,52,reliability,17.39612,90.73175,57.0,3,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,53,53,cost,19.00219,100.33581,74.5,4,edge_2,cloud_0,0
0,normal,-1,0.0,,,-1,-1,54,54,latency,21.0977,78.65107,40.0,5,edge_3,cloud_0,0
0,normal,-1,0.0,,,-1,-1,55,55,reliability,6.04278,77.55245,54.0,1,edge_0,cloud_0,0
0,normal,-1,0.0,,,-1,-1,56,56,cost,7.72339,98.65433,71.5,2,edge_0,cloud_0,0
0,normal,-1,0.0,,,-1,-1,57,57,latency,9.66356,63.03846,37.0,3,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,58,58,reliability,10.66889,92.93873,58.5,4,edge_3,cloud_0,0
0,normal,-1,0.0,,,-1,-1,59,59,cost,12.686,102.09921,76.0,5,edge_0,cloud_0,0
0,normal,-1,0.0,,,-1,-1,60,60,latency,13.73094,55.33545,34.0,1,edge_0,cloud_0,0
0,normal,-1,0.0,,,-1,-1,61,61,reliability,16.43264,82.13252,55.5,2,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,62,62,cost,17.61554,106.25661,73.0,3,edge_3,cloud_0,0
0,normal,-1,0.0,,,-1,-1,63,63,latency,19.32628,67.272,38.5,4,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,64,64,reliability,21.49066,87.38235,60.0,5,edge_0,cloud_0,0
0,normal,-1,0.0,,,-1,-1,65,65,cost,24.22318,101.35524,70.0,1,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,66,66,latency,6.95272,59.17572,35.5,2,edge_3,cloud_0,0
0,normal,-1,0.0,,,-1,-1,67,67,reliability,8.41719,80.25017,57.0,3,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,68,68,cost,10.50107,97.10523,74.5,4,edge_0,cloud_0,0
0,normal,-1,0.0,,,-1,-1,69,69,latency,12.17379,71.46019,40.0,5,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,70,70,reliability,14.42808,77.5922,54.0,1,edge_3,cloud_0,0
0,normal,-1,0.0,,,-1,-1,71,71,cost,16.20098,98.97668,71.5,2,edge_4,cloud_0,0
0,normal,-1,0.0,,,-1,-1,72,72,latency,17.43611,63.75072,37.0,3,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,73,73,reliability,20.43342,96.33576,58.5,4,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,74,74,cost,21.25231,105.75553,76.0,5,edge_3,cloud_0,0
0,normal,-1,0.0,,,-1,-1,75,75,latency,23.25326,59.54228,34.0,1,edge_2,cloud_0,0
0,normal,-1,0.0,,,-1,-1,76,76,reliability,24.32248,86.07008,55.5,2,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,77,77,cost,6.6948,102.92521,73.0,3,edge_1,cloud_0,0
0,normal,-1,0.0,,,-1,-1,78,78,latency,8.56621,65.26344,38.5,4,edge_2,cloud_0,0
0,normal,-1,0.0,,,-1,-1,79,79,reliability,9.96368,84.23968,60.0,5,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,0,0,latency,6.17868,53.95544,34.0,1,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,1,1,reliability,8.2154,80.3517,55.5,2,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,2,2,cost,10.17044,106.34487,73.0,3,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,3,3,latency,11.48991,63.75041,38.5,4,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,4,4,reliability,13.80743,82.87284,60.0,5,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,5,5,cost,15.74565,99.60149,70.0,1,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,6,6,latency,18.10732,64.75046,35.5,2,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,7,7,reliability,19.34096,88.68298,57.0,3,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,8,8,cost,21.64819,102.32462,74.5,4,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,9,9,latency,23.53704,80.37426,40.0,5,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,10,10,reliability,25.19974,83.72857,54.0,1,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,11,11,cost,6.95325,94.53811,71.5,2,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,12,12,latency,8.64007,59.31505,37.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,13,13,reliability,11.43352,92.09422,58.5,4,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,14,14,cost,13.0427,102.8196,76.0,5,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,15,15,latency,14.81886,55.50794,34.0,1,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,16,16,reliability,16.62152,81.4907,55.5,2,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,17,17,cost,18.76402,109.07772,73.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,18,18,latency,20.08936,71.49608,38.5,4,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,19,19,reliability,21.90922,85.58783,60.0,5,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,20,20,cost,23.41129,100.35323,70.0,1,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,21,21,latency,24.85566,68.79938,35.5,2,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,22,22,reliability,6.91377,83.5611,57.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,23,23,cost,8.05792,93.36191,74.5,4,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,24,24,latency,9.96275,74.44389,40.0,5,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,25,25,reliability,11.83066,81.97987,54.0,1,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,26,26,cost,13.43288,102.2636,71.5,2,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,27,27,latency,14.14576,62.27518,37.0,3,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,28,28,reliability,16.24125,93.78845,58.5,4,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,29,29,cost,18.22566,105.923,76.0,5,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,30,30,latency,19.13977,59.34611,34.0,1,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,31,31,reliability,20.56115,85.14155,55.5,2,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,32,32,cost,22.24759,111.66997,73.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,33,33,latency,6.69614,63.21584,38.5,4,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,34,34,reliability,7.40176,79.48515,60.0,5,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,35,35,cost,8.72456,94.68532,70.0,1,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,36,36,latency,10.67264,59.32151,35.5,2,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,37,37,reliability,11.75923,81.19265,57.0,3,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,38,38,cost,13.29324,98.82898,74.5,4,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,39,39,latency,14.49945,76.58941,40.0,5,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,40,40,reliability,16.12755,79.93594,54.0,1,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,41,41,cost,17.44053,100.77198,71.5,2,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,42,42,latency,19.01818,67.05707,37.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,43,43,reliability,19.85116,95.85211,58.5,4,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,44,44,cost,4.95786,98.07282,76.0,5,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,45,45,latency,7.00217,54.30096,34.0,1,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,46,46,reliability,8.72948,79.28323,55.5,2,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,47,47,cost,9.74943,104.83019,73.0,3,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,48,48,latency,11.7061,69.93605,38.5,4,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,49,49,reliability,13.12495,81.07276,60.0,5,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,50,50,cost,14.29795,96.97568,70.0,1,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,51,51,latency,16.21328,63.93013,35.5,2,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,52,52,reliability,18.28836,88.89675,57.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,53,53,cost,19.05384,99.15788,74.5,4,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,54,54,latency,21.59981,77.34003,40.0,5,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,55,55,reliability,6.11288,77.37895,54.0,1,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,56,56,cost,7.62535,101.84269,71.5,2,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,57,57,latency,9.31905,61.22997,37.0,3,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,58,58,reliability,11.50335,91.61018,58.5,4,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,59,59,cost,13.12077,104.21361,76.0,5,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,60,60,latency,14.83408,60.39159,34.0,1,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,61,61,reliability,16.0556,83.19462,55.5,2,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,62,62,cost,18.09934,108.53172,73.0,3,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,63,63,latency,19.97487,67.71143,38.5,4,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,64,64,reliability,22.33016,87.88417,60.0,5,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,65,65,cost,24.33167,101.55104,70.0,1,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,66,66,latency,6.75346,58.42975,35.5,2,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,67,67,reliability,8.33116,79.61512,57.0,3,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,68,68,cost,11.0606,97.57204,74.5,4,edge_0,cloud_0,0
1,normal,-1,0.0,,,-1,-1,69,69,latency,12.7111,74.1997,40.0,5,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,70,70,reliability,13.89937,79.00495,54.0,1,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,71,71,cost,16.38204,97.22879,71.5,2,edge_4,cloud_0,0
1,normal,-1,0.0,,,-1,-1,72,72,latency,18.76247,63.37166,37.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,73,73,reliability,20.66743,94.51791,58.5,4,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,74,74,cost,22.13234,106.17963,76.0,5,edge_3,cloud_0,0
1,normal,-1,0.0,,,-1,-1,75,75,latency,23.92344,60.64378,34.0,1,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,76,76,reliability,25.51861,85.59231,55.5,2,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,77,77,cost,7.06,105.21187,73.0,3,edge_1,cloud_0,0
1,normal,-1,0.0,,,-1,-1,78,78,latency,9.30549,65.94477,38.5,4,edge_2,cloud_0,0
1,normal,-1,0.0,,,-1,-1,79,79,reliability,10.6209,80.95075,60.0,5,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,0,0,latency,6.23455,52.41643,34.0,1,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,1,1,reliability,8.90036,79.58262,55.5,2,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,2,2,cost,10.71895,105.82261,73.0,3,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,3,3,latency,12.26439,63.50571,38.5,4,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,4,4,reliability,14.10674,83.9072,60.0,5,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,5,5,cost,16.4371,99.1236,70.0,1,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,6,6,latency,17.9034,65.90583,35.5,2,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,7,7,reliability,19.71982,84.86584,57.0,3,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,8,8,cost,22.23329,101.15813,74.5,4,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,9,9,latency,24.01362,79.48627,40.0,5,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,10,10,reliability,26.45061,86.12833,54.0,1,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,11,11,cost,7.20725,95.56905,71.5,2,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,12,12,latency,9.56833,60.42284,37.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,13,13,reliability,11.41037,90.53807,58.5,4,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,14,14,cost,12.5535,101.61216,76.0,5,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,15,15,latency,15.36788,55.96335,34.0,1,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,16,16,reliability,16.94171,83.98895,55.5,2,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,17,17,cost,17.85708,108.07687,73.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,18,18,latency,19.83519,70.49048,38.5,4,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,19,19,reliability,22.75525,87.34616,60.0,5,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,20,20,cost,23.55417,102.87933,70.0,1,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,21,21,latency,25.68555,67.58292,35.5,2,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,22,22,reliability,6.85468,83.31635,57.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,23,23,cost,8.57635,96.88433,74.5,4,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,24,24,latency,11.01414,72.0238,40.0,5,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,25,25,reliability,12.15904,78.77412,54.0,1,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,26,26,cost,13.57894,100.06139,71.5,2,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,27,27,latency,15.5044,64.56295,37.0,3,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,28,28,reliability,17.04547,92.73021,58.5,4,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,29,29,cost,18.16556,105.33699,76.0,5,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,30,30,latency,19.77361,59.95521,34.0,1,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,31,31,reliability,21.30805,84.87549,55.5,2,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,32,32,cost,21.97425,109.0623,73.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,33,33,latency,6.32358,61.7951,38.5,4,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,34,34,reliability,7.66832,77.94486,60.0,5,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,35,35,cost,8.85499,96.0496,70.0,1,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,36,36,latency,10.92569,59.83148,35.5,2,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,37,37,reliability,12.09734,83.90166,57.0,3,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,38,38,cost,13.14642,95.68218,74.5,4,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,39,39,latency,15.03543,73.85235,40.0,5,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,40,40,reliability,16.36641,81.96096,54.0,1,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,41,41,cost,17.81131,98.2568,71.5,2,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,42,42,latency,19.27863,62.89656,37.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,43,43,reliability,20.51319,94.95064,58.5,4,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,44,44,cost,5.92654,98.93012,76.0,5,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,45,45,latency,7.48551,53.47574,34.0,1,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,46,46,reliability,9.18335,82.17854,55.5,2,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,47,47,cost,10.54652,105.56674,73.0,3,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,48,48,latency,11.66238,66.65256,38.5,4,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,49,49,reliability,13.25142,81.93993,60.0,5,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,50,50,cost,14.95318,96.72945,70.0,1,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,51,51,latency,16.63224,63.86697,35.5,2,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,52,52,reliability,18.49775,89.32654,57.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,53,53,cost,20.75177,99.31702,74.5,4,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,54,54,latency,22.27105,79.15022,40.0,5,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,55,55,reliability,6.47558,75.8213,54.0,1,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,56,56,cost,7.98546,99.31784,71.5,2,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,57,57,latency,10.04838,63.215,37.0,3,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,58,58,reliability,11.44047,91.29935,58.5,4,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,59,59,cost,13.41979,100.28934,76.0,5,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,60,60,latency,15.30233,56.0584,34.0,1,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,61,61,reliability,16.91222,83.43057,55.5,2,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,62,62,cost,19.1813,107.51476,73.0,3,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,63,63,latency,21.18823,67.69097,38.5,4,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,64,64,reliability,23.04899,85.97592,60.0,5,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,65,65,cost,25.61316,102.3118,70.0,1,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,66,66,latency,6.99889,59.7779,35.5,2,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,67,67,reliability,9.24925,81.89751,57.0,3,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,68,68,cost,10.53052,97.21548,74.5,4,edge_0,cloud_0,0
2,normal,-1,0.0,,,-1,-1,69,69,latency,12.56406,72.8249,40.0,5,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,70,70,reliability,15.05076,82.92675,54.0,1,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,71,71,cost,16.83262,98.2931,71.5,2,edge_4,cloud_0,0
2,normal,-1,0.0,,,-1,-1,72,72,latency,18.3606,68.12903,37.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,73,73,reliability,20.82328,95.58988,58.5,4,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,74,74,cost,22.29504,107.98424,76.0,5,edge_3,cloud_0,0
2,normal,-1,0.0,,,-1,-1,75,75,latency,24.33976,61.67322,34.0,1,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,76,76,reliability,26.10355,88.48994,55.5,2,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,77,77,cost,7.34568,103.61938,73.0,3,edge_1,cloud_0,0
2,normal,-1,0.0,,,-1,-1,78,78,latency,9.4001,67.783,38.5,4,edge_2,cloud_0,0
2,normal,-1,0.0,,,-1,-1,79,79,reliability,11.26046,80.64848,60.0,5,edge_2,cloud_0,0
3,normal,-1,0.0,,,-1,-1,0,0,latency,6.79994,56.96027,34.0,1,edge_0,cloud_0,0
3,normal,-1,0.0,,,-1,-1,1,1,reliability,8.95697,80.84977,55.5,2,edge_4,cloud_0,0
3,normal,-1,0.0,,,-1,-1,2,2,cost,11.00951,106.72537,73.0,3,edge_3,cloud_0,0
3,normal,-1,0.0,,,-1,-1,3,3,latency,12.66877,64.96876,38.5,4,edge_4,cloud_0,0
3,normal,-1,0.0,,,-1,-1,4,4,reliability,14.73111,85.17857,60.0,5,edge_0,cloud_0,0
