time,src,dst,delay_ms,bandwidth,loss,jitter_ms,queue_delay_ms,bandwidth_util
10,edge_0,edge_1,14.63616,44.92607,0.004927,1.40908,2.28796,0.55829
10,edge_1,edge_2,15.31118,43.89205,0.005317,1.70609,2.55766,0.59659
10,edge_2,edge_3,12.97544,47.63938,0.004814,0.77489,1.66325,0.4578
10,edge_3,edge_4,13.17975,45.95068,0.005634,0.79609,1.92025,0.52035
10,edge_4,edge_0,12.46235,46.56917,0.005834,1.37436,1.73579,0.49744
11,access_0,edge_0,15.73403,45.06653,0.004149,1.17135,2.43666,0.55309
11,access_0,edge_1,12.0863,44.6871,2.4e-05,1.06027,1.91931,0.56714
11,access_0,edge_2,12.64573,45.85615,0.004606,1.32477,1.85484,0.52385
11,access_0,edge_3,12.91582,45.18029,0.004945,1.31936,1.98498,0.54888
11,access_0,edge_4,12.32603,45.22163,0.00222,1.07713,1.88905,0.54735
11,access_1,edge_0,14.33564,45.81759,0.002416,1.4173,2.10844,0.52527
11,access_1,edge_1,13.40168,44.98155,0.006739,1.14725,2.08727,0.55624
11,access_1,edge_2,14.45794,44.17315,0.004689,1.1542,2.37299,0.58618
11,access_1,edge_3,14.32443,42.61118,0.002297,0.98889,2.5831,0.64403
11,access_1,edge_4,12.86593,44.66825,0.008583,0.85536,2.04563,0.56784
11,edge_0,cloud_0,50.81749,63.26121,0.002852,4.42846,8.08677,0.56833
11,edge_1,cloud_0,51.05611,64.56687,0.003019,4.21748,7.63676,0.5342
11,edge_2,cloud_0,51.04905,63.18905,0.003757,4.25513,8.15059,0.57022
11,edge_3,cloud_0,51.16377,64.28315,0.004588,4.40532,7.75913,0.54162
11,edge_4,cloud_0,51.92731,61.81988,0.003458,4.48181,8.81126,0.60602
11,edge_0,edge_1,16.95725,44.08136,0.000405,1.45232,2.79934,0.58958
11,edge_1,edge_2,14.90454,45.8845,0.00504,1.25138,2.18177,0.5228
11,edge_2,edge_3,14.37818,44.70422,0.00312,1.25181,2.28071,0.56651
11,edge_3,edge_4,15.40579,45.38483,0.005878,0.86553,2.33497,0.5413
11,edge_4,edge_0,12.31882,45.34082,0.003274,1.11172,1.87272,0.54293
12,access_0,edge_0,12.54986,44.2653,0.000762,1.17674,2.04782,0.58277
12,access_0,edge_1,14.64548,45.03243,0.005683,1.46164,2.27326,0.55435
12,access_0,edge_2,13.50431,43.02397,0.003784,1.41112,2.3774,0.62874
12,access_0,edge_3,13.49831,44.41163,0.006636,0.96198,2.1821,0.57735
12,access_0,edge_4,14.74981,43.94318,0.003829,1.17454,2.45607,0.5947
12,access_1,edge_0,14.36145,45.74744,0.003448,0.90588,2.12268,0.52787
12,access_1,edge_1,14.19327,45.14915,0.004088,1.20349,2.18589,0.55003
12,access_1,edge_2,9.47627,45.9371,0.003308,0.80446,1.382,0.52085
12,access_1,edge_3,12.03933,44.336,0.003285,0.95292,1.95569,0.58015
12,access_1,edge_4,14.19104,44.75745,0.001438,1.60263,2.24319,0.56454
12,edge_0,cloud_0,49.96725,65.74222,0.002654,4.17619,7.04398,0.50347
12,edge_1,cloud_0,51.72345,63.18979,0.004092,4.47897,8.25798,0.5702
12,edge_2,cloud_0,49.31047,62.89958,0.004893,4.04898,7.97749,0.57779
12,edge_3,cloud_0,52.77534,62.49191,0.001037,4.50732,8.69554,0.58845
12,edge_4,cloud_0,51.47653,62.94969,0.002871,4.18911,8.30903,0.57648
12,edge_0,edge_1,13.84984,43.49994,0.0,1.26834,2.36987,0.61111
12,edge_1,edge_2,13.35113,44.21446,0.006742,1.04298,2.18561,0.58465
12,edge_2,edge_3,14.26676,45.18201,0.004163,1.20542,2.19234,0.54881
12,edge_3,edge_4,14.90513,44.17511,0.003555,1.39517,2.44608,0.58611
12,edge_4,edge_0,10.79185,45.32295,0.005817,1.03095,1.64259,0.54359
13,access_0,edge_0,13.84915,44.558,0.006153,1.62519,2.21779,0.57193
13,access_0,edge_1,13.76263,44.73009,0.005644,0.9442,2.17938,0.56555
13,access_0,edge_2,14.41534,43.00025,0.0,1.16402,2.54133,0.62962
13,access_0,edge_3,15.41708,44.50426,0.002772,1.35989,2.47747,0.57392
13,access_0,edge_4,11.9866,44.30795,0.0043,1.14684,1.95061,0.58119
13,access_1,edge_0,13.45321,45.58913,0.005255,1.45546,2.01053,0.53374
13,access_1,edge_1,10.93918,46.02162,0.00304,1.20438,1.58575,0.51772
13,access_1,edge_2,14.27488,43.99563,0.006778,0.76883,2.36922,0.59275
13,access_1,edge_3,12.57663,44.25398,0.005116,1.51716,2.05366,0.58319
13,access_1,edge_4,13.07789,43.22446,0.003737,1.19019,2.27514,0.62132
13,edge_0,cloud_0,48.67567,66.64963,0.004481,3.91128,6.53858,0.47975
13,edge_1,cloud_0,51.25914,63.1528,0.003572,4.48849,8.19773,0.57117
13,edge_2,cloud_0,47.19879,66.7527,0.004684,3.69365,6.30458,0.47705
13,edge_3,cloud_0,51.42066,64.11508,0.002658,4.48982,7.86135,0.54601
13,edge_4,cloud_0,49.8245,64.07164,0.003646,4.08187,7.63317,0.54715
13,edge_0,edge_1,11.05601,44.60958,0.007615,0.87357,1.76459,0.57002
13,edge_1,edge_2,14.12473,43.81508,0.00321,1.44011,2.37075,0.59944
13,edge_2,edge_3,13.8593,44.07682,0.003911,1.07787,2.28858,0.58975
13,edge_3,edge_4,12.75342,46.15251,0.006325,0.61135,1.83144,0.51287
13,edge_4,edge_0,13.88385,45.83988,0.002164,1.12529,2.03878,0.52445
14,access_0,edge_0,13.97755,45.50956,0.003247,1.20122,2.10042,0.53668
14,access_0,edge_1,12.94608,44.0957,0.00195,1.08822,2.13524,0.58905
14,access_0,edge_2,11.34719,46.62643,0.004292,0.72401,1.57373,0.49532
14,access_0,edge_3,12.48878,44.98873,0.007123,0.84374,1.94416,0.55597
14,access_0,edge_4,13.92378,45.20402,0.00502,1.43827,2.13646,0.548
14,access_1,edge_0,17.16765,43.74388,0.001967,1.30395,2.89416,0.60208
14,access_1,edge_1,14.22139,44.83437,0.006612,1.39644,2.23664,0.56169
14,access_1,edge_2,12.2064,46.71028,0.002813,0.87871,1.68228,0.49221
14,access_1,edge_3,15.23343,44.02033,0.004531,1.33396,2.52441,0.59184
14,access_1,edge_4,14.55598,44.21284,0.004373,1.38407,2.38309,0.58471
14,edge_0,cloud_0,51.09294,63.93027,0.004407,4.57394,7.88037,0.55084
14,edge_1,cloud_0,48.86364,65.30226,0.001835,4.14681,7.04578,0.51497
14,edge_2,cloud_0,50.50812,62.95741,0.006265,4.14608,8.14987,0.57628
14,edge_3,cloud_0,52.89294,60.65234,0.00552,4.81368,9.42717,0.63654
14,edge_4,cloud_0,54.05048,63.27383,0.002786,4.78113,8.59626,0.568
14,edge_0,edge_1,12.1172,45.38994,0.003922,1.10558,1.8359,0.54111
14,edge_1,edge_2,12.29119,45.1272,0.000405,0.68065,1.89575,0.55084
14,edge_2,edge_3,12.95727,44.29303,0.002,1.20868,2.11057,0.58174
14,edge_3,edge_4,13.37031,45.02863,0.005937,0.38612,2.07586,0.5545
14,edge_4,edge_0,13.90139,45.8584,0.00558,1.2122,2.03869,0.52376
15,access_0,edge_0,13.64658,44.63881,0.001034,1.25461,2.17392,0.56893
15,access_0,edge_1,13.05378,45.58183,0.004641,0.99538,1.95183,0.53401
15,access_0,edge_2,15.92483,45.20821,0.003155,1.29387,2.44281,0.54784
15,access_0,edge_3,12.81687,45.71366,0.005694,1.27872,1.89888,0.52912
15,access_0,edge_4,13.02121,43.92085,0.006761,1.06234,2.17124,0.59552
15,access_1,edge_0,12.95147,45.98869,0.001931,0.91328,1.88188,0.51894
15,access_1,edge_1,13.27178,45.40592,0.005915,1.10402,2.00863,0.54052
15,access_1,edge_2,13.7991,44.14641,0.004533,1.23796,2.26868,0.58717
15,access_1,edge_3,13.19292,46.60353,0.002243,1.00591,1.83284,0.49617
15,access_1,edge_4,14.75111,44.60479,0.002857,1.47437,2.35507,0.57019
15,edge_0,cloud_0,53.42251,61.85736,0.0,4.78544,9.05032,0.60504
15,edge_1,cloud_0,50.44117,62.02706,0.000137,4.40561,8.48259,0.6006
15,edge_2,cloud_0,48.35726,64.07234,0.003224,3.75119,7.40813,0.54713
15,edge_3,cloud_0,51.79819,63.42481,0.004964,4.29597,8.1808,0.56406
15,edge_4,cloud_0,48.2021,64.22454,0.002896,4.10241,7.33066,0.54315
15,edge_0,edge_1,15.50455,43.49453,0.003829,1.52751,2.65388,0.61131
15,edge_1,edge_2,12.6713,43.79879,0.002712,1.20217,2.12894,0.60004
15,edge_2,edge_3,15.56409,44.44617,0.001944,1.21675,2.51047,0.57607
15,edge_3,edge_4,14.05457,44.8477,0.003669,1.17812,2.20846,0.5612
15,edge_4,edge_0,15.05727,44.89046,0.004216,1.18024,2.35935,0.55961
16,access_0,edge_0,11.63387,47.55137,0.007163,0.72463,1.5019,0.46106
16,access_0,edge_1,12.3337,45.73469,0.0,1.09629,1.82461,0.52834
16,access_0,edge_2,13.74116,43.42313,0.005252,1.20789,2.36222,0.61396
16,access_0,edge_3,11.47692,44.49445,0.005783,1.12872,1.84547,0.57428
16,access_0,edge_4,13.54243,44.20815,0.006529,1.4398,2.21781,0.58488
16,access_1,edge_0,13.52977,45.58905,0.006643,1.02766,2.02198,0.53374
16,access_1,edge_1,15.38036,43.32936,0.00375,1.16654,2.65897,0.61743
16,access_1,edge_2,13.60356,46.16579,0.007725,1.30367,1.95165,0.51238
16,access_1,edge_3,15.02264,44.90252,0.004384,1.32751,2.35204,0.55917
16,access_1,edge_4,14.06879,44.40235,0.005609,1.32722,2.27568,0.57769
16,edge_0,cloud_0,49.26911,64.561,0.003308,3.99482,7.37159,0.53435
16,edge_1,cloud_0,49.85868,63.80263,0.004049,4.31091,7.73658,0.55418
16,edge_2,cloud_0,52.42485,63.06382,0.005149,4.47062,8.41831,0.57349
